dt_ecriture;exercice_comptable;nøpiece;nom_fichier;libelle;type;ttc;tva;ht;mode_rglt;etat_statut;idt_mode_reg;idt_statut;idt_ss_categorie
2012-10-29;2013;Facture N° 1058251;01-FAC_1058251.pdf;Amaury Media;Creation entreprise;131.08;21.48;109.6;CB PERSO;PAYE;4;1;25
2012-11-05;2013;Facture N° 12156205;02-FAC_12156205.pdf;INFO Greffe;Creation entreprise;83.96;13.76;70.2;CB PERSO;PAYE;4;1;25
2012-11-02;2013;Facture N° 120006;03-FAC_120006.pdf;MAAF Assurance;Souscription Assurance;18.02;;;CB PERSO;PAYE;4;1;18
2012-11-02;2013;Facture N° 12307016009512;"04-FAC_12307016009512-Page_1.pdf
04-FAC_12307016009512-Page_2.pdf";FNAC;Achat fourniture;12.39;2.03;10.36;CB PERSO;PAYE;4;1;40
2012-11-14;2013;Facture N° 12319015015168;05-FAC_12319015015168.pdf;FNAC;Achat fourniture;1.8;0.29;1.51;CB PERSO;PAYE;4;1;40
2012-11-15;2013;Facture N° 3452;05-FAC_3452.pdf;Restauration;Restaurant Wok by Tiger wok;52;48.6;3.4;CB PERSO;PAYE;4;1;15
2012-11-28;2013;Facture N° AD0624860;06-FAC_AD0624860.pdf;Assurance Multirisque Professionnelle;MAAF Assurance;227.35;18.76;208.59;CHEQUE PERSO;PAYE;2;1;18
2012-12-05;2013;Facture N° 031201212010167;07-FAC_031201212010167.pdf;Auchan;Achat matériel informatique;16.8;2.75;14.05;ESPECES;PAYE;6;1;21
2012-12-06;2013;Facture N° 031201212010228;08-FAC_031201212010228.pdf;Auchan;Achat matériel informatique;14.99;2.46;12.53;CB PERSO;PAYE;4;1;21
2012-12-08;2013;Facture N° 122731;09-FAC_122731.pdf;TS Micro;Achat matériel informatique;23;4.51;18.49;CB PERSO;PAYE;4;1;21
2012-12-17;2013;Facture N° 12352017006042;10-FAC_12352017006042.pdf;FNAC;Achat logiciel informatique;75.9;12.44;63.46;CB PERSO;PAYE;4;1;22
2012-12-24;2013;Prime N°991447;11-FAC_991447.pdf;Assurance Responsabilité Civile Pro;Frais HISCOX;226.83;;;PRLVT;;5;;17
2012-12-24;2013;Facture N° 306458744;12-FAC_306458744.pdf;Cdiscount;Achat matériel informatique;493.02;80.8;412.22;CB PERSO;PAYE;4;1;21
2012-12-27;2013;Note De Frais N° 0001;13-NDF_0001.pdf;Restaurant Le Vin Cœur;Restauration;104.8;6.86;97.94;CB PRO;;3;;15
2012-12-28;2013;Note De Frais N° 0002;14-NDF_0002.pdf;Restaurant Villa Medicis;Restauration;77.5;3.95;73.55;CB PRO;;3;;15
2013-01-03;2013;Facture N° 75358729;15-FAC_75358729.pdf;CDiscountPRO;Achat téléphone pro;431.74;70.75;349.49;PRLVT;;5;;21
2013-01-09;2013;Facture N° 309964597;16-FAC_309964597.pdf;CDiscountPRO;Achat matériel informatique pro;850.21;139.33;710.88;CB PERSO;PAYE;4;1;21
2013-01-15;2013;Note De Frais N°0003;17-NDF_0003.pdf;Restaurant Le Village;Restauration;65.3;3.41;59.72;CB PERSO;PAYE;4;1;15
2013-01-29;2013;Note De Frais N°0004;18-NDF_0004.pdf;Restaurant Le Village;Restauration;44;2.88;41.12;CB PERSO;PAYE;4;1;15
2013-01-29;2013;Note De Frais N°0005;19-NDF_0005.pdf;Loyer mois de Décembre 2012;Loyer mois de Décembre 2012;110;;;VRMT;PAYE;5;1;40
2013-01-29;2013;Note De Frais N°0005_1;19-NDF_0005.pdf;EDF mois de Décembre 2012;EDF mois de Décembre 2012;20;;;VRMT;PAYE;5;1;32
2013-02-28;2013;Note De Frais N° 0010_2;29-NDF_0010.pdf;Forfait internet de Janvier 2013;Forfait internet de Janvier 2013;20;;;VRMT;PAYE;5;1;34
2013-02-28;2013;Note De Frais N° 0010_3;30-NDF_0011.pdf;Loyer mois de Février 2013;Loyer mois de Février 2013;110;;;VRMT;PAYE;5;1;40
2013-02-28;2013;Note De Frais N° 0010_4;30-NDF_0011.pdf;Forfait mobile de Février 2013;Forfait mobile de Février 2013;20;;;VRMT;PAYE;5;1;33
2013-02-28;2013;Note De Frais N° 0010_5;30-NDF_0011.pdf;EDF mois de Février 2013;EDF mois de Février 2013;20;;;VRMT;PAYE;5;1;32
2013-02-28;2013;Note De Frais N° 0010_6;30-NDF_0011.pdf;Forfait internet de Février 2013;Forfait internet de Février 2013;20;;;VRMT;PAYE;5;1;34
2013-01-29;2013;Note De Frais N°0005_2;19-NDF_0005.pdf;Forfait mobile de Décembre 2012;Forfait mobile de Décembre 2012;20;;;VRMT;PAYE;5;1;33
2013-01-29;2013;Note De Frais N°0005_3;19-NDF_0005.pdf;Forfait internet de Décembre 2012;Forfait internet de Décembre 2012;20;;;VRMT;PAYE;5;1;34
2013-02-08;2013;Facture N° 130014;23-FAC_130014.pdf;Plan Prévoyance Horizon (Madelin);MAAF Assurance;392.67;;;PRLVT;;5;;18
2013-02-11;2013;Facture N° 70938;24-FAC_70938.pdf;Achat Batterie Ordinateur Portable à Batterie Mongallet;Achat matériel informatique pro;55;9.01;45.99;CB PRO;;3;;21
2013-02-11;2013;Node De Frais N° 0009;25-NDF_0009.pdf;Restaurant Hokkaido;Restauration;99.45;6.51;92.94;CB PRO;;3;;15
2012-02-12;2013;Facture N° 76563392;26-FAC_76563392.pdf;CDiscountPRO;Achat encre imprimante;45.1;7.39;30.21;CB PRO;;3;;21
2013-02-14;2013;Facture N° 76691409;27-FAC_76691409.pdf;CDiscountPRO;Achat Destructeur de document;107.17;17.56;89.61;PRLVT;;5;;21
2013-02-25;2013;Facture N° F01230213;28-FAC_F01230213.pdf;AMGPLUS Paris Encre;Achat Support de stockage (DVD DL);58;9.51;48.49;CB PRO;;3;;21
2013-02-28;2013;Note De Frais N° 0010;29-NDF_0010.pdf;Loyer mois de Janvier 2013;Loyer mois de Janvier 2013;110;;;VRMT;PAYE;5;1;40
2013-02-28;2013;Note De Frais N° 0010_1;29-NDF_0010.pdf;Forfait mobile de Janvier 2013;Forfait mobile de Janvier 2013;20;;;VRMT;PAYE;5;1;33
2013-03-13;2013;Facture N° #20969;31-FAC_20969.pdf;SelTest Engine (site anglais de vente en ligne);Achat logiciel informatique;91.08;;;CB PRO;;3;;22
2013-03-13;2013;Facture N° 13071017006349;32-FAC_13071017006349.pdf;FNAC;Achat d'un tapis pour Souris;5.6;0.92;4.68;CB PRO;;3;;21
2013-03-26;2013;Note De Frais N° 0012;33-NDF_0012.pdf;Frais annuels Complémentaire Santé (MADELIN);MAAF Assurance;262.98;;;CHQ PRO;;1;;18
2013-03-28;2013;Note De Frais N° 0013;;Cotisation ass maladie 2013 (première échéance);RAM / RSI;523;;;CHQ PRO;;1;;5
2013-03-25;2013;Facture N° 325757224;35-FAC_325757224.pdf;Cdiscount;Achat Matériel Informatique;322.7;52.88;269.82;PRLVT;;5;;21
2013-03-25;2013;Note De Frais N° 0014;36-NDF_0014.pdf;Restaurant Le paradis du fruit;Restauration;9.4;1.54;7.86;CB PRO;;3;;15
2013-03-29;2013;Note De Frais N°0015;37-NDF_0015.pdf;Loyer mois de Mars 2013;Loyer mois de Mars 2013;110;;;VRMT;PAYE;5;1;40
2013-04-04;2013;Note De Frais N°0016;38-NDF_0016.pdf;Restaurant Le paradis du fruit;Restauration;10.9;1.79;9.11;CB PRO;;3;;15
2013-04-05;2013;Note De Frais N°0017;39-NDF_0017.pdf;Restauration;Restaurant Le Domainhe de Lintillac;46;;;CB PRO;;3;;15
2013-04-11;2013;Facture N° 78174959;41-FAC_78174959.pdf;CDiscountPRO;Achat matériel Informatique;378.15;61.97;316.18;CB PRO;;3;;21
2013-04-15;2013;Note De Frais N°0019;42-NDF_0019.pdf;STARDOCK SYSTEMUS PLYMOUTH;Achat logiciel informatique;3.9;;;CB PRO;;3;;21
2013-04-25;2013;Note De Frais N°0020;43-NDF_0020.pdf;Le Relais de Diderot;Restauration;110;18;92;CB PERSO;PAYE;4;1;15
2013-04-26;2013;Note De Frais N°0021;44-NDF_0021.pdf;Le 79 CAFE;Restauration;74.5;12.21;62.29;CB PERSO;PAYE;4;1;15
2013-04-30;2013;Note De Frais N°0022;45-NDF_0022.pdf;Loyer mois de Avril 2013;Loyer mois de Avril 2013;110;;;VRMT;PAYE;5;1;40
2013-08-20;2013;Note De Frais N°0037_1;68-NDF_0037.pdf;Frais mensuels RSI;Frais mensuels RSI;87;;;PRLVT;;5;;5
2013-05-13;2013;Note De Frais N°0023;46-NDF_0023.pdf;Restaurant Le New Imperial;Restauration;27.8;1.82;25.98;CB PRO;;3;;15
2013-05-13;2013;Note De Frais N°0024;;Cotisation URSSAF 2013;URSSAF;42;;;CHQ PRO;;1;;6
2013-05-14;2013;Note De Frais N°0025;48-NDF_0025.pdf;La Cantoche Paname;Restauration;110;18;92;CB PERSO;PAYE;4;1;15
2013-05-16;2013;Facture N° 1304042;49-FAC_1304042.pdf;Facture Aubay - Frais de Cantine BNP;Facture Aubay - Frais de Cantine BNP;444.85;72.9;371.95;VRMT;;5;;16
2013-05-16;2013;Facture N° 1304059;50-FAC_1304059.pdf;Facture Aubay - Frais de Cantine BNP;Facture Aubay - Frais de Cantine BNP;97.59;15.99;81.6;VRMT;;5;;16
2013-05-18;2013;Facture N° 86959;51-FAC_86959.pdf;MontGallet One;Achat équipement Informatique;1285.5;210.67;1074.83;CB PRO;;3;;21
2013-05-21;2013;Note De Frais N°0026;52-NDF_0026.pdf;Amazon International;Achat documentation technique formation;180.94;;;CB PRO;;3;;24
2013-05-22;2013;Note De Frais N°0027;53-NDF_0027.pdf;Restaurant LE VENIZIA;Restauration;46;3.22;42.78;CB PRO;;3;;15
2013-05-25;2013;Note De Frais N°0028;54-NDF_0028.pdf;Restaurant EL Rancho;Restauration;32.35;2.12;30.23;CB PRO;;3;;15
2013-05-27;2013;Ticket N° 264519;55-FAC_264519.pdf;Boulangerie MD Du Parc;Restauration;15.5;0.81;14.69;CB PERSO;PAYE;4;1;15
2013-05-29;2013;Facture N° 13149016010054;56-FAC_13149016010054_Page_2.pdf;FNAC;Achat Papeterie;28.4;1.48;26.92;CB PRO;;3;;40
2013-05-30;2013;Note De Frais N°0029;57-NDF_0029.pdf;Loyer mois de Mai 2013;Loyer mois de Mai 2013;110;;;VRMT;PAYE;5;1;40
2013-05-31;2013;Note De Frais N°0030;58-NDF_0030.pdf;Acompte Cotisation Retraite CIPAV;CIPAV;381;;;CHQ PRO;;1;;7
2013-06-06;2013;Ticket N° 273890;59-FAC_273890.pdf;Boulangerie MD du Parc;Restauration;27.05;1.41;25.64;CB PRO;;3;;15
2013-06-07;2013;Facture 4464;60-FAC_4464.pdf;Indiana Café;Restauration;66.2;4.3;61.9;CB PRO;;3;;15
2013-06-08;2013;Note De Frais N°0031;61-NDF_0031.pdf;Delice WOK;Restauration;38.2;2.5;35.7;CB PRO;;3;;15
2013-06-17;2013;Note De Frais N°0032;62-NDF_0032.pdf;Baguette de Chine;Restauration;29.5;;;CB PRO;;3;;15
2013-06-28;2013;Facture N° 80231907;63-FAC_80231907.pdf;CDiscountPRO;Achat logiciel informatique;98.8;16.19;82.61;CB PRO;;3;;21
2013-06-28;2013;Note De Frais N°0033;64-NDF_0033.pdf;Loyer mois de Juin 2013;Loyer mois de Juin 2013;110;;;VRMT;PAYE;5;1;40
2013-07-01;2013;Note De Frais N°0034;65-NDF_0034.pdf;Restaurant Le Paradis du Fruit;Restauration;50;3.27;46.73;CB PRO;;3;;15
2013-07-02;2013;Note De Frais N°0035;66-NDF_0035.pdf;Restaurant Le Soleil D'Or;Restauration;67.5;4.42;63.08;CB PRO;;3;;15
2013-07-08;2013;Note De Frais N°0036;67-NDF_0036.pdf;Restaurant Le Bosphore;Restauration;27;;;CB PRO;;3;;15
2013-07-24;2013;Note De Frais N°0037;68-NDF_0037.pdf;Frais mensuels RSI;Frais mensuels RSI;87;;;PRLVT;;5;;5
2013-07-25;2013;Note De Frais N°0038;69-NDF_0038.pdf;Web Infogreffe - Kbis;Achat Kbis;5.44;0.89;4.55;CB PERSO;PAYE;4;1;27
2013-07-25;2013;Facture N°  WPI19832870808691732;70-FAC_WPI19832870808691732.pdf;Ooprint;Achat Tampon Encre;40.41;6.62;33.79;CB PRO;;3;;21
2013-07-25;2013;Note De Frais N°0039;71-NDF_0093.pdf;Restaurant Le Paradis du Fruit;Restauration;10.9;1.79;9.11;CB PRO;;3;;15
2013-07-27;2013;Facture N° 92724;72-FAC_92724.pdf;Montgallet One;Achat mémoire ordinateur;80;13.11;66.89;CB PRO;;3;;21
2013-07-27;2013;Facture N° 954004;73-FAC_954004.pdf;AMGPlus Paris Encre;Achat Encre imprimante;90.5;14.83;75.67;CB PRO;;3;;21
2013-07-29;2013;Note De Frais N°0040;74-NDF_0040.pdf;Loyer mois de Juillet 2013;Loyer mois de Juillet 2013;110;;;VRMT;PAYE;5;1;40
2013-07-30;2013;Note De Frais N°0041;75-NDF_0041.pdf;Restaurant L'Eden Café;Restauration;27;1.77;25.23;CB PRO;;3;;15
2013-07-31;2013;Note De Frais N°0042;76-NDF_0042.pdf;Restaurant Le Vin Cœur;Restauration;113.6;7.43;106.17;CB PRO;;3;;15
2013-08-05;2013;Note De Frais N°0043;77-NDF_0043.pdf;Restaurant Villa Medicis;Restauration;110.3;7.22;103.08;CB PRO;;3;;15
2013-08-06;2013;Note De Frais N°0044;78-NDF_0044.pdf;Restaurant Osaka;Restauration;30;1.96;27.9;CB PRO;;3;;15
2013-08-06;2013;Facture N°919231;79-FAC_919231.pdf;PC Home;Achat Batterie Ordinateur Portable;45;7.38;37.62;CB PRO;;3;;21
2013-08-30;2013;Note De Frais N°0045;80-NDF_0045.pdf;Loyer mois d'Aout 2013;Loyer mois d'Aout 2013;110;;;VRMT;PAYE;5;1;40
2013-09-20;2013;Note De Frais N°0037_2;68-NDF_0037.pdf;Frais mensuels RSI;Frais mensuels RSI;87;;;PRLVT;;5;;5
2013-09-28;2013;Note De Frais N°0046;81-NDF_0046.pdf;Loyer mois de Septembre 2013;Loyer mois de Septembre 2013;110;;;VRMT;PAYE;5;1;40
2013-05-01;2013;Note De Frais N°0047;82-NDF_0047.pdf;Restaurant Le paradis du fruit;Restauration;34;2.22;31.78;CB PRO;;3;;15
2013-05-03;2013;Note De Frais N°0048;83-NDF_0048.pdf;Restaurant OSAKA;Restauration;48.6;3.18;45.42;CB PRO;;3;;15
2013-05-03;2013;Note De Frais N°0049;84-NDF_0049.pdf;Restaurant Le relais de l'Entrecôte;Restauration;63.2;1.25;6.35;CB PRO;;3;;15
2013-05-04;2013;Note De Frais N°0050;85-NDF_0050.pdf;Restaurant Madrissio;Restauration;56.6;3.7;52.9;CB PRO;;3;;15
2013-09-26;2013;Note De Frais N°0051;86-NDF_0051.pdf;Restaurant La baguette de chine;Restauration;37.5;2.45;35.05;CB PRO;;3;;15
2013-10-04;2014;Note De Frais N°0052;87-NDF_0052.pdf;Restaurant Le Pradis du Fruit;Restauration;28.2;1.84;26.36;CB PRO;;3;;15
2013-10-05;2014;Facture N°05102013AV;88-FAC_05102013AV.pdf;Achat voiture;Achat voiture;10500;;;VRMT;;5;;40
2013-10-10;2014;Facture N°13 09 095;89-FAC_1309095.pdf;Cantine Aubay BNP Cardif;Restauration;366.54;60.07;306.47;VRMT;;5;;15
2013-10-14;2014;Note De Frais N°0053;90-NDF_132014042.pdf;Paiement Frais Carte grise;Frais Carte Grise;329.5;;;CHQ PRO;;1;;40
2013-10-17;2014;Note De Frais N°0054;91-NDF_0054.pdf;Restaurant Le Pradis du Fruit;Restauration;30.3;1.98;28.32;CB PRO;;3;;15
2013-10-21;2014;Note De Frais N°0055;92-NDF_0055.pdf;Frais mensuels RSI;Frais mensuels RSI;87;;;PRLVT;;5;;5
2013-10-25;2014;Note De Frais N°0056;93-NDF_0056.pdf;Restaurant C'SUSHI;Restauration;69.5;4.55;64.95;CB PRO;;3;;15
2013-10-30;2014;Note De Frais N°0057;94-NDF_0057.pdf;Restaurant l'Avenue;Restauration;45.5;2.98;42.52;CB PRO;;3;;15
2013-10-31;2014;Note De Frais N°0058;95-NDF_0058.pdf;Loyer mois d'Octobre 2013;Loyer mois d'Octobre 2013;110;;;VRMT;PAYE;5;1;40
2013-11-04;2014;Notre De Frais N°0059;96-NDF_0059.pdf;Carburant Véhicule;Carburant Auto;84.09;13.78;70.31;CB PRO;;3;;10
2013-11-08;2014;Facture N°130016;97-FAC_130016.pdf;MAAF Assurance;Assurance Auto;244.62;;;VRMT;;5;;40
2013-11-13;2014;Note De Frais N°0069;98-NDF_0060.pdf;Restaurant Le paradis du fruit;Restauration;35.9;2.35;33.55;CB PRO;;3;;15
2013-11-14;2014;Note De Frais N°0070;99-NDF_0061.pdf;Restaurant Pizza Hut;Restauration;60.1;3.93;56.17;CB PRO;;3;;15
2013-11-19;2014;Facture N°1310107;100-FAC_1310107.pdf;Cantine Aubay BNP Cardif;Restauration;343.28;56.26;287.02;VRMT;;5;;15
2013-11-20;2014;Facture N° 15631618628;101-FAC_15631618628.pdf;Avast ;Achat d'un antivirus;48.29;6.3;41.99;CB PRO;;3;;22
2013-11-22;2014;Node De Frais N° 0071;102-NDF_0071.pdf;Carburant Véhicule;Carburant Auto;70;11.47;58.53;CB PRO;;3;;10
2014-03-13;2014;Note De Frais N°0092;129-NDF_0092.pdf;Restaurant Pizza Pino;Restauration;4.62;0.77;3.85;CB PRO;;3;;15
2013-11-25;2014;Facture N° 1311001;103-FAC_1311001.pdf;HMG Expert Comptable;Honoraires 1er Exercice 2013;2290.34;375.34;1915.00;VRMT;;5;;
2013-11-29;2014;Node De Frais N° 0072;104-NDF_0072.pdf;Loyer mois de Novembre 2013;Loyer mois de Novembre 2013;110;;;VRMT;PAYE;5;1;40
2013-10-31;2013;Note De Frais N°0058_1;95-NDF_0058.pdf;Forfait mobile d'Octobre 2013;Forfait mobile d'Octobre 2013;20;;;VRMT;PAYE;5;1;33
2013-10-31;2013;Note De Frais N°0058_2;95-NDF_0058.pdf;Forfait internet d'Octobre 2013;Forfait internet d'Octobre 2013;20;;;VRMT;PAYE;5;1;34
2013-11-29;2013;Node De Frais N° 0072_1;104-NDF_0072.pdf;Forfait mobile de Novembre 2013;Forfait mobile de Novembre 2013;20;;;VRMT;PAYE;5;1;33
2013-12-02;2014;Note De Frais N° 0073;105-NDF_0073.pdf;Le Canard Périgourgin;Restauration;100;19.6;80.4;CB PRO;;3;;15
2013-12-03;2014;Facture N° 0390/39764;106-FAC_0390-39764.pdf;Speedy;Réparation Automobile;160.9;26.35;134.55;CB PRO;;3;;11
2013-12-06;2014;Note De Frais N°0074;107-NDF_0074.pdf;Carburant Auto;Carburant Auto;76.02;12.46;63.56;CB PRO;;3;;10
2013-12-06;2014;Note De Frais N°0075;108-NDF_0075.pdf;Boulangerie MD Du Parc;Restauration;26.25;1.37;24.88;CB PRO;;3;;15
2013-12-10;2014;Note De Frais N°0076;109-NDF_0076.pdf;Acompte Cotisation Retraite CIPAV;CIPAV;381;;;CHQ PRO;;1;;7
2013-12-13;2014;Facture N° 1119815;110-FAC_1119815.pdf;Assurance Responsabilité Civile Pro;Frais HISCOX;241.83;;;CHQ PRO;;1;;17
2013-12-18;2014;Note De Frais N°0077;111-NDF_0077.pdf;Restaurant Le paradis du fruit;Restauration;32.7;5.36;27.34;CB PRO;;3;;15
2013-12-23;2014;Note De Frais N°0078;112-NDF_0078.pdf;Restaurant Pizza Hut;Restauration;20;3.28;16.22;CB PRO;;3;;15
2013-12-30;2014;Note De Frais N°0079;113-NDF_0079.pdf;Loyer mois de Décembre 2013;Loyer mois de Novembre 2013;110;;;VRMT;PAYE;5;1;40
2014-01-08;2014;Facture N°1312021;114-FAC_1312021.pdf;Frais Juridique HMG;Frais Juridique HMG;179.4;29.4;150;CHQ PRO;;1;;29
2014-01-10;2014;Note De Frais N°0080_0;115-NDF_0080.pdf;MAAF Assurance Santé 2014;MAAF Assurance Santé 2014;29.5;;;VRMT;;5;;18
2014-01-10;2014;Note De Frais N°0081_0;116-NDF_0081.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;115.05;;;VRMT;;5;;18
2014-01-15;2014;Facture N°14004767;117-FAC_14004767.pdf;GREFFE : Dépots de Compte Annuel 2013;GREFFE : Dépots de Compte Annuel 2013;46.38;2.99;43.39;CHQ PRO;;1;;40
2014-01-21;2014;Note De Frais N°0082_0;118-NDF_0082.pdf;RSI : Sécurité Sociale;RSI : Sécurité Sociale;66;;;VRMT;;5;;5
2014-01-31;2014;Note De Frais N°0083;119-NDF_0083.pdf;Loyer mois de Janvier 2014;Loyer mois de Janvier 2014;80;;;VRMT;PAYE;5;1;40
2014-02-10;2014;Note De Frais N°0080_1;115-NDF_0080.pdf;MAAF Assurance Santé 2014;MAAF Assurance Santé 2014;29.5;;;VRMT;;5;;18
2014-02-13;2014;Note De Frais N°0084;120-NDF_0084.pdf;Carburant Auto;Carburant Auto;77.07;12.84;64.23;CB PRO;;3;;10
2014-01-21;2014;Note De Frais N°0082_1;118-NDF_0082.pdf;RSI : Sécurité Sociale;RSI : Sécurité Sociale;66;;;VRMT;;5;;5
2014-02-20;2014;Facture N°401735413;121-FAC_401735413.pdf;Cdiscount Achat d'une Imprimante;Cdiscount Achat d'une Imprimante;126;21;105;CB PRO;;3;;21
2014-02-28;2014;Note De Frais N°0085;122-NDF_0085.pdf;COFIROUTE : Auto route péage;COFIROUTE : Auto route péage;28.5;;;CB PRO;;3;;
2014-02-28;2014;Note De Frais N°0086;123-NDF_0086.pdf;Loyer mois de février 2014;Loyer mois de février 2014;80;;;VRMT;PAYE;5;1;40
2014-02-28;2014;Note De Frais N°0087;124-NDF_0087.pdf;La POSTE : Suivi courrier après déménagement;La POSTE : Suivi courrier après déménagement;75.6;;;;;0;;40
2014-03-03;2014;Note De Frais N°0088;125-NDF_0088.pdf;InfoGreffe : Commande KBIS;InfoGreffe : Commande KBIS;6.23;1.04;5.19;CB PRO;;3;;27
2014-03-03;2014;Note De Frais N°0089;126-NDF_0089.pdf;Boulangerie Daniel Laurent;Restauration;21.1;1.1;20;CB PRO;;3;;15
2014-03-03;2014;Note De Frais N°0090;127-NDF_0090.pdf;Carburant Auto;Carburant Auto;74.29;12.38;61.91;CB PRO;;3;;10
2014-03-10;2014;Note De Frais N°0080_2;115-NDF_0080.pdf;MAAF Assurance Santé 2014;MAAF Assurance Santé 2014;29.5;;;VRMT;;5;;18
2014-03-10;2014;Note De Frais N°0081_2;116-NDF_0081.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;173.69;;;VRMT;;5;;18
2014-03-12;2014;Note De Frais N°0091;128-NDF_0091.pdf;Restaurant La brasserie de Nanterre;Restauration;44.8;4.07;40.73;CB PRO;;3;;15
2014-01-21;2014;Note De Frais N°0082_2;118-NDF_0082.pdf;RSI : Sécurité Sociale;RSI : Sécurité Sociale;66;;;VRMT;;5;;5
2014-03-20;2014;Note De Frais N°0093;130-NDF_0093.pdf;COFIROUTE : Auto route péage;COFIROUTE : Auto route péage;131;;;CB PRO;;3;;40
2014-03-21;2014;Note De Frais N°0094;131-NDF_0094.pdf;Restaurant Le Paradis Du Fruit;Restauration;31.1;2.83;28.27;CB PRO;;3;;15
2014-03-24;2014;Facture N° 1408102305;132-FAC_1408102305.pdf;FNAC;Achat téléphone pro;879.6;146.6;733;CB PRO;;3;;21
2014-03-27;2014;Note De Frais N°0095;133-NDF_0095.pdf;Restaurant La brasserie de Nanterre;Restauration;32;2.91;29.09;CB PRO;;3;;15
2014-03-31;2014;Note De Frais N°0096;134-NDF_0096.pdf;Loyer mois de Mars 2014;Loyer mois de Mars 2014;80;;;VRMT;PAYE;5;1;40
2014-04-01;2014;Note De Frais N°0097;135-NDF_0097.pdf;Carburant Auto;Carburant Auto;76.22;12.7;63.52;CB PRO;;3;;10
2014-04-30;2014;Note De Frais N°0098;136-NFD_0098.pdf;COFIROUTE : Auto route péage;COFIROUTE : Auto route péage;63.5;;;CB PRO;;3;;40
2014-04-10;2014;Note De Frais N°0081_3;116-NDF_0081.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;173.69;;;VRMT;;5;;18
2014-04-10;2014;Note De Frais N°0080_3;115-NDF_0080.pdf;MAAF Assurance Santé 2014;MAAF Assurance Santé 2014;29.5;;;VRMT;;5;;18
2014-04-10;2014;Note De Frais N°0099_1;137-NDF_0099.pdf;Acompte CIPAV 2014;Acompte CIPAV 2014;736.5;;;CHQ PRO;;1;;7
2014-04-17;2014;Note De Frais N°0100;138-NDF_0100.pdf;Restaurant Le Paradis Du Fruit;Restauration;25.3;2.3;23;CB PRO;;3;;15
2014-01-21;2014;Note De Frais N°0082_3;118-NDF_0082.pdf;RSI : Sécurité Sociale;RSI : Sécurité Sociale;66;;;VRMT;;5;;5
2014-04-22;2014;Note De Frais N°0101;139-NDF_0101.pdf;Carburant Auto;Carburant Auto;55.98;;;CB PRO;;3;;10
2014-04-22;2014;Note De Frais N°0102;140-NDF_0102.pdf;Restaurant Baguette de Chine;Restauration;62.5;5.68;56.82;CB PRO;;3;;15
2014-04-28;2014;Note De Frais N°0103;141-NDF_0103.pdf;Restaurant Le Paradis Du Fruit;Restauration;10.9;1.82;9.08;CB PRO;;3;;15
2014-04-29;2014;Note De Frais N°0104;142-NDF_0104.pdf;Loyer mois de Avril 2014;Loyer mois de Avril 2014;80;;;VRMT;PAYE;5;1;40
2014-05-08;2014;Note De Frais N°0108;146-NDF_0108.pdf;Restaurant Royal Grill;Restauration;108.3;10.16;98.14;CB PERSO;PAYE;4;1;15
2014-05-09;2014;Note De Frais N°0081_4;116-NDF_0081.pdf;MAAF Assurance Auto Pro;MAAF Assurance Auto Pro;173.69;;;VRMT;;5;;18
2015-04-22;2015;Note De Frais N°0205;268-NDF_0205.pdf;Sarl DION 2;Restauration;58;;;CB PRO;;3;;15
2014-05-12;2014;Note De Frais N°0080_4;115-NDF_0080.pdf;MAAF Assurance Santé 2014;MAAF Assurance Santé 2014;29.5;;;VRMT;;5;;18
2014-05-15;2014;Note De Frais N°0105;143-NDF_0105.pdf;Restaurant El Rancho;Restauration;47.6;4.33;43.27;CB PRO;;3;;15
2014-06-16;2014;Note De Frais N°0106;144-NDF_0106.pdf;Restaurant La brasserie de Nanterre;Restauration;47.7;4.34;43.36;CB PRO;;3;;15
2014-05-17;2014;Note De Frais N°0107;145-NDF_0107.pdf;Carburant Auto;Carburant Auto;45.6;;;CB PERSO;PAYE;4;1;10
2014-05-30;2014;Note De Frais N°0109;147-NDF_0109.pdf;COFIROUTE : Auto route péage;COFIROUTE : Auto route péage;100.5;;;CB PRO;;3;;40
2014-05-19;2014;Note De Frais N°0110;149-NDF_0110.pdf;Carburant Auto;Carburant Auto;47.7;;;CB PRO;;3;;10
2014-01-21;2014;Note De Frais N°0082_4;118-NDF_0082.pdf;RSI : Sécurité Sociale;RSI : Sécurité Sociale;66;;;VRMT;;5;;5
2014-05-22;2014;Note De Frais N°0111;150-NDF_0111.pdf;La POSTE : Suivi courrier après déménagement;La POSTE : Suivi courrier après déménagement;5;;;CB PRO;;3;;40
2014-05-24;2014;Note De Frais N°0112;151-NDF_0112.pdf;Restaurant Delice WOK;Restauration;63.6;5.78;57.82;CB PRO;;3;;15
2014-05-24;2014;Note De Frais N°0113;152-NDF_0113.pdf;Carburant Auto;Carburant Auto;77.84;12.97;64.87;CB PRO;;3;;10
2014-05-30;2014;Note De Frais N°0114;153-NDF_0114.pdf;Loyer mois de Mai 2014;Loyer mois de Mai 2014;80;;;VRMT;PAYE;5;1;40
2014-06-05;2014;Note DE Frais N°0122;161-NDF_0122.pdf;Le Paradis du Fruit;Restauration;21.7;1.97;19.73;CB PERSO;;4;;15
